participant_id,additional_doses,ad_recall,ad_emotion,trust_medical_endline,trust_government_endline,trust_pharma_endline,trust_media_endline,understand_vaccines_endline,vaccine_immunity_endline,personal_choice_endline,social_influence_endline,social_media_impact_endline,external_pressure_endline,judged_endline,bad_reaction_endline,variant_concern_endline,safety_concern_endline,conflicting_info_endline,short_term_effects_endline,long_term_effects_endline,risk_exaggerated_endline,preventive_measures_endline,access_delay_endline,incentives_help_endline,overall_view_change
2708,Yes,Yes,No strong feelings (neutral),2,5,2,1,3,3,5,3,1,1,1,5,3,3,4,2,3,2,2,2,5,Negative
3890,Yes,Yes,More motivated to protect others,4,5,5,4,4,2,4,2,1,1,1,2,3,2,4,1,5,4,2,3,1,Much more negative
4331,Yes,Yes,Overwhelmed,5,5,3,4,2,4,1,2,5,2,4,3,5,1,5,3,2,1,3,2,2,Does not change
4905,No,No,No strong feelings (neutral),2,4,2,2,4,1,2,3,2,2,3,2,1,3,5,4,2,4,3,5,5,Does not change
1978,No,No,No strong feelings (neutral),4,2,3,2,3,5,4,4,4,4,2,4,4,2,5,5,1,4,2,4,4,Does not change
65,Yes,No,No strong feelings (neutral),2,3,2,4,1,2,2,1,1,3,5,3,3,5,5,5,5,4,1,4,1,Positive
1153,Yes,Yes,More confident in vaccines,5,4,2,3,3,2,3,3,2,1,4,4,4,2,3,1,5,3,2,3,2,Does not change
4705,No,No,More confident in vaccines,3,2,5,5,3,3,3,2,5,2,1,4,2,2,2,4,1,2,1,2,4,Does not change
4302,No,No,No strong feelings (neutral),5,1,1,4,5,5,2,4,1,1,4,3,3,4,1,3,4,4,1,2,3,Positive
486,No,Yes,NA,5,5,1,2,3,5,5,3,4,4,3,2,3,1,3,4,3,1,5,1,3,Negative
4526,Yes,Yes,More motivated to protect others,5,3,3,3,1,2,1,3,1,1,3,1,5,4,3,3,4,4,4,1,1,Does not change
87,Yes,No,No strong feelings (neutral),1,2,2,1,1,4,5,3,2,4,1,1,5,5,4,2,4,5,5,4,4,Does not change
4042,No,Yes,No strong feelings (neutral),2,4,4,1,5,1,4,4,3,2,1,4,4,2,2,5,5,3,4,2,2,Does not change
614,No,No,NA,2,3,3,4,4,4,2,4,4,3,3,1,4,3,3,5,1,3,2,1,4,Negative
4094,No,Yes,No strong feelings (neutral),5,4,3,3,3,4,2,4,3,2,3,5,5,3,2,2,1,2,3,1,1,Does not change
1052,No,Yes,No strong feelings (neutral),1,3,4,3,5,5,3,4,4,2,4,5,2,1,2,3,3,3,3,3,4,Does not change
3012,Yes,No,More confident in vaccines,2,5,4,4,4,5,4,3,3,3,3,3,3,1,3,1,1,3,1,1,1,Positive
1246,Yes,No,More confident in vaccines,5,5,5,5,4,4,1,3,5,1,3,1,3,1,1,2,3,2,1,2,3,Does not change
4713,No,Yes,No strong feelings (neutral),5,5,2,3,1,1,2,3,1,2,1,3,4,1,2,1,3,2,4,4,2,Does not change
1406,No,No,NA,1,1,3,3,3,2,1,4,3,1,2,3,2,2,1,3,3,2,5,1,3,Negative
4475,No,No,More confident in vaccines,5,3,4,5,1,3,4,4,2,1,3,2,3,3,2,5,2,2,3,2,3,Does not change
2487,Yes,Yes,More motivated to protect others,5,5,4,4,4,4,1,2,3,5,2,1,3,1,2,4,1,4,1,4,2,Does not change
2781,Yes,Yes,More confident in vaccines,2,5,4,5,2,5,4,4,3,3,3,3,1,1,3,1,1,1,1,4,4,Does not change
4856,Yes,Yes,No strong feelings (neutral),3,1,3,5,5,5,1,2,3,4,1,4,4,4,3,1,1,5,3,3,2,Much more negative
419,No,Yes,Overwhelmed,3,5,2,4,5,4,4,4,3,1,4,3,2,2,4,2,4,2,1,2,2,Does not change
4938,Yes,No,No strong feelings (neutral),2,5,3,5,4,3,3,2,4,2,2,3,4,3,5,5,3,3,2,1,2,Does not change
3612,Yes,Yes,No strong feelings (neutral),4,1,5,3,4,3,3,3,4,3,5,5,5,1,4,3,3,2,5,1,4,Does not change
1208,No,No,More confident in vaccines,5,3,4,5,5,5,3,4,3,1,1,3,1,4,1,2,1,1,3,4,1,Does not change
2135,No,Yes,No strong feelings (neutral),2,2,4,5,2,4,4,2,4,1,2,1,3,4,5,3,2,2,1,3,4,Positive
630,Yes,Yes,Overwhelmed,4,5,2,5,5,5,3,3,2,2,3,1,3,4,5,3,1,1,3,4,3,Does not change
4096,No,No,No strong feelings (neutral),4,5,5,5,4,4,4,4,1,5,5,2,3,3,4,2,4,3,3,4,2,Does not change
3952,Yes,No,No strong feelings (neutral),5,3,1,3,2,1,3,1,1,2,2,2,5,5,2,4,4,5,3,5,3,Does not change
3937,Yes,No,More anxious about side effects,3,4,1,2,2,4,3,3,3,3,1,4,5,5,4,4,4,4,1,5,1,Does not change
472,Yes,Yes,More confident in vaccines,5,4,3,5,2,5,3,1,5,1,2,2,5,2,3,3,2,3,2,1,1,Does not change
4411,Yes,Yes,Overwhelmed,5,5,3,5,4,5,1,3,4,3,5,1,3,1,5,3,2,4,2,2,3,Does not change
166,Yes,Yes,More motivated to protect others,5,5,2,3,5,4,3,1,5,5,3,5,2,4,4,5,1,1,3,1,4,Does not change
4447,No,Yes,Overwhelmed,4,4,3,4,4,2,3,2,3,1,5,3,2,4,4,3,1,2,1,4,2,Does not change
1651,No,No,No strong feelings (neutral),3,4,4,4,1,3,3,4,5,3,4,4,4,3,2,2,2,2,1,5,3,Negative
4827,No,No,More anxious about side effects,4,3,3,3,4,2,1,3,1,1,1,4,3,4,3,1,1,4,1,4,2,Does not change
3510,No,No,NA,4,1,5,3,4,5,4,1,4,5,4,4,1,4,3,1,1,2,4,4,5,Does not change
2202,No,Yes,More motivated to protect others,3,1,5,4,3,2,4,4,4,1,2,1,3,1,2,3,5,1,3,1,5,Positive
2765,No,No,No strong feelings (neutral),3,1,1,2,2,4,2,2,4,3,4,4,5,4,5,2,3,4,5,4,5,Does not change
3120,No,No,No strong feelings (neutral),1,3,1,3,5,3,1,3,3,5,5,5,4,2,2,5,2,5,2,5,4,Does not change
2535,Yes,No,Overwhelmed,5,4,4,5,4,2,4,5,4,1,1,1,2,3,5,3,2,1,3,2,4,Much more positive
1749,Yes,Yes,No strong feelings (neutral),5,4,4,5,3,2,3,5,5,5,3,3,2,2,2,1,1,1,2,1,1,Positive
756,Yes,Yes,No strong feelings (neutral),2,3,4,2,4,2,1,1,3,5,3,4,1,1,3,5,4,4,4,5,2,Does not change
3723,Yes,No,No strong feelings (neutral),5,5,4,5,2,3,3,3,4,2,2,2,1,2,1,2,1,1,2,1,3,Positive
3576,No,Yes,More confident in vaccines,2,2,5,1,1,2,1,4,2,2,4,1,4,1,1,4,5,4,2,1,1,Does not change
1990,Yes,Yes,More anxious about side effects,5,5,4,4,3,2,2,3,4,4,1,1,1,3,5,2,1,2,5,1,3,Does not change
2301,No,No,More motivated to protect others,3,4,4,5,5,4,5,1,3,2,1,3,3,3,2,1,2,5,1,1,1,Does not change
972,Yes,No,No strong feelings (neutral),3,3,2,2,5,4,5,3,5,3,2,3,5,2,2,2,3,1,4,1,4,Does not change
3843,No,Yes,"Overwhelmed, More anxious about side effects",4,4,1,4,4,5,4,5,5,4,3,2,4,3,4,3,4,5,1,4,5,Does not change
2564,Yes,Yes,More motivated to protect others,5,4,3,5,2,3,3,3,3,3,1,3,1,2,1,4,1,3,2,2,2,Much more positive
1860,No,No,No strong feelings (neutral),5,3,3,5,4,2,4,2,3,1,1,4,3,3,3,4,1,3,4,5,3,Positive
4821,No,No,No strong feelings (neutral),3,5,2,3,4,1,5,3,2,1,2,4,1,4,2,2,4,3,3,5,5,Does not change
4539,Yes,No,"Overwhelmed, More anxious about side effects",4,2,5,4,2,4,5,3,5,4,1,5,2,3,5,1,5,2,3,2,5,Positive
348,Yes,Yes,Overwhelmed,4,4,3,1,5,3,1,5,2,4,4,1,4,2,4,3,4,4,1,1,4,Does not change
2065,Yes,Yes,More confident in vaccines,3,5,5,2,4,4,4,3,5,2,3,4,3,4,4,2,2,4,3,2,2,Negative
4012,No,Yes,More confident in vaccines,1,3,3,3,3,4,1,5,3,2,1,4,4,4,5,3,1,3,3,3,3,Does not change
3563,No,Yes,No strong feelings (neutral),4,5,5,5,5,4,3,5,3,1,2,1,4,2,3,3,3,2,5,3,2,Does not change
4199,Yes,Yes,More confident in vaccines,5,5,5,4,1,5,4,3,1,2,3,3,5,1,3,1,4,2,1,1,1,Does not change
3659,Yes,Yes,No strong feelings (neutral),4,2,5,1,3,5,4,3,4,1,4,4,4,1,2,3,4,1,1,2,1,Much more positive
661,No,No,No strong feelings (neutral),1,3,1,2,1,5,1,1,5,5,3,4,4,1,5,3,3,4,3,2,2,Does not change
4829,Yes,Yes,More anxious about side effects,2,4,2,4,4,5,4,3,2,1,4,1,3,4,1,1,2,4,2,4,1,Does not change
3239,No,Yes,More confident in vaccines,2,2,3,2,3,1,3,5,4,4,3,5,3,4,5,1,3,2,4,5,5,Does not change
528,Yes,Yes,No strong feelings (neutral),5,3,3,5,4,4,3,2,2,1,3,1,1,2,2,2,2,3,3,1,5,Positive
2064,No,No,No strong feelings (neutral),4,2,1,3,5,1,4,3,3,2,4,3,2,4,2,4,3,3,2,2,3,Negative
3808,No,Yes,More confident in vaccines,4,4,5,4,4,5,5,5,1,1,4,1,1,3,1,1,1,2,3,2,1,Much more negative
2257,Yes,Yes,No strong feelings (neutral),5,4,5,1,1,1,2,1,4,2,1,1,3,1,2,1,2,2,1,2,1,Does not change
4716,Yes,Yes,More confident in vaccines,5,3,4,4,3,5,3,2,5,2,1,3,2,4,2,1,1,2,1,2,2,Does not change
4569,No,Yes,No strong feelings (neutral),5,3,3,2,4,4,4,4,5,5,5,3,3,3,4,2,3,1,4,2,1,Positive
2911,Yes,Yes,Overwhelmed,4,3,4,4,5,5,1,3,4,1,3,4,4,4,5,3,5,3,2,2,4,Does not change
659,No,Yes,No strong feelings (neutral),5,5,5,1,3,4,1,2,5,1,4,2,3,4,2,1,1,3,1,2,1,Much more positive
2788,No,Yes,Overwhelmed,4,5,1,3,3,1,1,2,1,3,3,3,2,2,5,2,3,2,3,3,3,Does not change
2221,Yes,Yes,No strong feelings (neutral),5,3,3,2,2,1,2,5,4,3,4,2,3,5,4,5,2,1,3,1,1,Much more positive
1716,No,No,No strong feelings (neutral),1,2,3,1,1,3,3,4,2,2,4,4,4,5,4,3,5,4,2,5,3,Does not change
4341,Yes,Yes,More motivated to protect others,5,2,2,5,5,2,3,3,2,4,1,3,2,1,3,5,2,2,3,2,2,Negative
4298,No,No,NA,2,2,3,1,2,1,2,5,2,4,4,4,3,4,5,4,2,2,5,1,5,Does not change
4702,No,No,More motivated to protect others,5,2,1,5,5,4,4,1,4,3,2,2,1,1,4,4,2,1,1,1,1,Does not change
662,Yes,Yes,No strong feelings (neutral),2,4,1,2,5,4,3,4,3,3,1,4,3,3,4,1,3,1,5,5,3,Positive
2342,No,No,No strong feelings (neutral),1,1,5,1,1,2,4,3,5,2,1,1,4,5,4,5,5,2,1,1,4,Does not change
2053,Yes,No,No strong feelings (neutral),5,3,4,4,3,3,4,3,1,3,3,4,5,2,1,1,3,1,3,3,5,Does not change
31,Yes,Yes,More confident in vaccines,4,3,4,4,2,4,1,4,2,2,2,3,1,1,5,3,2,2,1,3,2,Does not change
4573,Yes,No,No strong feelings (neutral),5,3,2,3,4,3,4,3,3,2,2,2,1,1,3,2,4,1,3,5,3,Does not change
3153,Yes,No,More confident in vaccines,5,4,5,5,5,5,5,3,3,1,1,3,3,2,1,2,3,1,3,2,3,Does not change
3568,Yes,No,No strong feelings (neutral),5,1,1,2,5,4,1,3,5,4,3,1,5,3,2,4,4,1,1,3,5,Does not change
2771,No,Yes,No strong feelings (neutral),3,3,1,3,4,4,4,4,5,1,3,2,3,1,4,4,4,2,4,4,2,Does not change
3017,Yes,No,NA,5,3,4,4,3,5,5,5,5,4,4,1,1,2,2,3,4,1,1,4,1,Positive
1252,No,Yes,Overwhelmed,5,3,4,2,3,4,4,3,2,2,2,4,1,2,3,1,4,2,3,1,3,Does not change
2438,Yes,No,More confident in vaccines,3,5,5,3,5,5,3,3,1,1,3,3,4,2,1,1,1,2,2,1,2,Much more negative
1015,Yes,Yes,No strong feelings (neutral),1,2,5,2,2,1,2,3,3,2,5,5,3,3,2,3,5,4,4,4,3,Positive
1561,Yes,Yes,More anxious about side effects,3,5,2,2,1,3,3,2,4,1,3,2,5,1,3,3,3,3,1,1,3,Does not change
1158,Yes,Yes,No strong feelings (neutral),5,4,4,3,3,3,2,1,4,4,4,4,5,1,2,4,2,4,5,3,3,Does not change
2409,Yes,No,No strong feelings (neutral),3,5,3,5,3,4,2,4,2,1,1,1,2,1,1,1,1,2,1,2,2,Positive
1083,Yes,Yes,More motivated to protect others,5,4,3,5,4,3,1,2,3,4,3,5,2,3,3,5,1,3,2,2,3,Does not change
2833,Yes,Yes,More motivated to protect others,4,5,1,1,4,4,5,3,3,5,3,4,3,1,3,5,3,1,2,4,2,Positive
1884,Yes,Yes,NA,5,4,5,4,5,5,4,4,1,2,3,2,2,3,5,2,2,1,3,1,2,Does not change
1868,Yes,Yes,More confident in vaccines,3,4,5,5,3,3,1,3,4,3,5,5,1,2,3,3,3,2,1,5,3,Does not change
117,Yes,Yes,No strong feelings (neutral),3,5,3,4,4,2,1,2,4,3,3,3,4,1,4,3,3,2,2,3,2,Does not change
2584,No,Yes,More confident in vaccines,5,5,4,4,3,4,1,5,5,1,4,3,3,3,2,5,3,1,1,1,4,Positive
1053,No,Yes,"More motivated to protect others, Overwhelmed",4,2,5,1,2,3,3,1,2,4,1,1,3,4,4,4,2,3,5,4,2,Does not change
53,No,Yes,No strong feelings (neutral),5,5,3,4,5,3,4,1,2,3,4,4,5,3,1,5,2,1,1,3,2,Does not change
4563,Yes,Yes,Overwhelmed,2,1,4,2,2,2,2,2,1,4,1,1,4,1,5,1,4,3,3,5,5,Does not change
3261,No,No,NA,4,2,4,4,4,3,3,5,3,2,5,3,3,5,3,5,1,1,5,5,3,Much more negative
4208,Yes,No,Overwhelmed,2,2,2,4,5,3,2,5,4,1,4,5,2,4,4,3,5,5,5,4,5,Does not change
955,Yes,Yes,More confident in vaccines,5,5,5,3,5,2,2,4,1,1,1,1,4,3,1,3,2,2,1,1,4,Does not change
3366,Yes,Yes,More confident in vaccines,4,2,3,3,1,3,3,5,4,3,3,5,2,5,3,5,3,3,5,1,2,Does not change
926,No,No,Overwhelmed,5,2,3,3,4,5,2,3,2,3,2,3,3,3,3,1,4,4,1,5,3,Negative
233,No,No,No strong feelings (neutral),4,2,5,3,4,5,2,4,3,2,2,3,3,1,2,4,3,2,2,4,1,Does not change
2012,No,Yes,"Overwhelmed, More anxious about side effects",5,4,5,4,2,5,2,3,1,1,3,3,4,3,5,4,1,3,2,5,1,Does not change
1427,Yes,No,No strong feelings (neutral),2,1,1,2,3,3,1,1,4,4,4,5,5,1,3,4,4,1,5,3,4,Negative
1173,Yes,Yes,More motivated to protect others,5,3,2,5,3,2,1,3,1,3,5,3,4,2,2,5,4,1,2,5,1,Positive
3571,No,No,No strong feelings (neutral),4,3,4,1,2,3,5,2,2,2,2,3,3,4,2,4,3,2,3,2,4,Does not change
1389,Yes,No,More confident in vaccines,5,2,4,2,3,4,3,5,4,1,1,1,2,2,3,1,1,2,2,2,2,Positive
2419,No,No,No strong feelings (neutral),3,5,4,4,1,3,1,4,1,3,3,4,5,2,2,4,1,4,3,4,4,Negative
17,No,No,More confident in vaccines,4,5,3,5,3,4,3,4,3,2,2,2,1,4,1,5,3,4,1,4,3,Does not change
2059,Yes,Yes,No strong feelings (neutral),3,5,2,1,3,4,2,3,2,2,3,5,1,1,4,4,2,3,3,3,4,Does not change
1763,No,No,"More confident in vaccines, Overwhelmed",2,1,5,5,1,3,2,5,5,4,2,1,3,3,5,5,5,1,2,5,1,Does not change
3309,No,No,NA,4,4,4,2,5,4,3,1,2,2,2,2,1,5,4,4,4,4,3,2,1,Does not change
1836,Yes,No,No strong feelings (neutral),3,3,4,4,3,5,1,3,3,3,2,2,1,3,1,3,3,5,1,4,2,Does not change
140,Yes,Yes,More confident in vaccines,3,4,5,1,4,3,4,5,2,4,1,1,2,2,4,2,2,1,1,2,4,Does not change
4006,Yes,No,More confident in vaccines,5,4,4,4,4,5,1,3,2,1,3,5,1,1,5,2,3,1,1,4,1,Does not change
164,Yes,Yes,More confident in vaccines,3,5,5,5,5,3,4,3,2,2,2,3,2,1,3,1,2,1,2,3,3,Does not change
601,Yes,Yes,No strong feelings (neutral),4,5,2,1,3,4,2,3,5,2,5,5,1,4,4,1,1,2,5,1,3,Positive
2082,Yes,Yes,No strong feelings (neutral),4,5,4,4,4,3,3,1,3,3,3,4,2,2,2,3,3,2,2,1,3,Negative
4951,No,Yes,No strong feelings (neutral),5,5,1,2,5,3,3,2,4,1,2,1,1,1,2,1,1,1,2,1,3,Does not change
4532,No,No,Overwhelmed,4,4,3,2,2,5,1,3,4,4,3,1,3,3,5,1,5,4,1,3,4,Positive
3245,No,Yes,No strong feelings (neutral),5,5,5,4,3,5,3,2,2,1,5,2,3,1,4,2,2,5,4,1,1,Positive
1399,No,No,No strong feelings (neutral),4,2,3,3,5,4,1,3,2,2,2,2,4,3,2,4,3,4,4,4,4,Negative
834,Yes,Yes,More confident in vaccines,3,5,5,2,5,5,2,3,3,1,3,2,3,2,4,1,3,1,5,3,1,Positive
1759,Yes,Yes,No strong feelings (neutral),5,3,2,5,3,3,1,4,3,1,3,3,1,3,3,4,2,3,3,2,2,Much more positive
2589,Yes,Yes,More confident in vaccines,3,5,2,5,4,5,3,3,4,3,2,2,1,2,1,2,1,4,1,2,1,Does not change
4365,No,Yes,More confident in vaccines,5,1,3,2,5,4,1,3,3,3,2,2,1,5,2,1,1,2,2,1,2,Does not change
4119,No,Yes,More confident in vaccines,5,5,4,5,2,5,4,3,3,1,3,2,4,3,3,4,2,2,2,1,3,Does not change
1901,No,Yes,NA,4,3,5,3,3,1,4,2,3,5,3,3,5,5,5,1,1,3,5,5,5,Does not change
3033,Yes,No,Overwhelmed,5,5,5,4,5,5,2,2,4,4,3,2,3,2,4,2,5,1,3,5,1,Does not change
4228,Yes,Yes,More motivated to protect others,2,5,3,2,5,4,4,4,1,3,1,3,5,4,2,2,1,2,1,1,2,Positive
3864,No,Yes,More anxious about side effects,5,4,3,2,2,2,1,5,3,1,1,3,4,3,3,3,3,4,2,4,1,Does not change
4511,No,No,NA,3,4,2,2,3,3,5,2,2,3,1,4,3,5,4,2,1,2,3,4,1,Much more negative
3084,No,Yes,Overwhelmed,4,2,3,2,4,1,2,1,5,2,5,5,3,5,5,1,5,3,4,3,4,Does not change
457,Yes,Yes,More motivated to protect others,5,3,5,5,4,3,3,2,5,2,2,1,1,2,1,1,1,1,1,2,5,Negative
4196,Yes,Yes,More confident in vaccines,5,4,2,4,4,3,3,2,4,3,3,2,5,1,2,2,1,2,1,1,1,Positive
650,Yes,Yes,No strong feelings (neutral),3,2,3,4,4,1,5,3,4,3,5,3,2,3,4,3,4,5,5,4,3,Much more negative
3390,No,No,NA,4,5,4,3,4,4,3,5,1,2,5,4,3,4,3,1,4,3,2,5,5,Does not change
2109,No,No,No strong feelings (neutral),1,1,1,1,1,4,2,3,2,5,2,3,1,5,2,2,3,4,5,5,5,Negative
4968,Yes,Yes,More motivated to protect others,3,5,3,5,4,5,4,1,3,1,3,1,1,2,1,1,4,1,2,2,3,Positive
4883,No,Yes,NA,4,2,5,5,3,3,3,1,4,4,3,1,1,1,4,2,4,3,1,3,2,Positive
2942,Yes,Yes,No strong feelings (neutral),3,2,2,2,3,5,4,3,3,5,3,2,5,2,4,5,3,1,4,5,5,Positive
4145,Yes,No,No strong feelings (neutral),5,3,5,3,1,5,4,3,5,3,4,3,3,4,2,1,3,3,2,3,2,Does not change
3819,No,Yes,More confident in vaccines,2,1,2,1,5,2,4,5,1,4,3,1,3,4,3,4,3,4,4,4,3,Does not change
2983,No,Yes,More confident in vaccines,2,3,2,4,3,2,2,3,3,3,3,1,3,3,1,4,3,1,5,3,4,Positive
615,Yes,Yes,More motivated to protect others,5,3,5,1,5,5,3,3,3,4,1,1,1,3,2,1,3,1,1,1,2,Does not change
3540,No,No,No strong feelings (neutral),1,3,2,2,5,3,2,1,3,2,4,1,5,5,5,4,5,4,5,4,1,Negative
1365,No,Yes,No strong feelings (neutral),4,5,5,3,3,5,1,5,3,3,2,2,3,3,3,2,1,2,1,1,3,Positive
4091,Yes,No,No strong feelings (neutral),3,5,2,1,3,3,1,3,5,2,4,5,4,3,1,2,4,4,4,4,5,Much more negative
159,No,Yes,No strong feelings (neutral),5,3,1,3,3,1,1,5,2,1,2,1,4,4,2,1,2,3,4,4,4,Positive
801,Yes,No,No strong feelings (neutral),3,5,3,4,5,5,3,3,2,3,2,3,3,2,2,3,5,4,2,3,2,Does not change
4399,No,No,No strong feelings (neutral),2,3,2,2,2,3,2,2,3,4,4,1,1,4,2,3,2,1,1,1,1,Does not change
3020,Yes,Yes,More motivated to protect others,3,4,2,2,2,5,2,4,3,2,1,2,3,1,4,3,2,2,3,1,4,Positive
3511,No,No,NA,5,4,5,5,2,2,2,5,4,4,2,2,4,3,5,5,3,5,2,4,5,Does not change
2254,No,No,NA,3,1,1,5,2,4,1,1,4,4,4,5,4,5,5,2,4,3,3,5,3,Does not change
2246,No,No,No strong feelings (neutral),5,3,4,1,4,3,2,1,3,5,2,3,4,3,3,4,3,2,3,1,3,Much more negative
1462,Yes,Yes,More motivated to protect others,5,3,4,4,2,5,3,2,3,3,3,4,2,1,4,3,4,4,2,2,4,Negative
3860,No,No,No strong feelings (neutral),2,4,4,3,5,5,1,2,3,1,2,1,1,3,4,4,3,3,2,3,3,Much more negative
4478,Yes,Yes,More motivated to protect others,2,3,5,5,4,4,3,3,2,2,1,2,2,4,1,3,2,1,4,1,1,Does not change
4840,Yes,Yes,"More confident in vaccines, Overwhelmed",3,2,5,4,3,3,2,3,4,4,3,2,5,1,5,5,3,3,2,3,1,Positive
1658,No,No,No strong feelings (neutral),4,2,5,5,5,5,4,4,3,3,3,3,3,4,2,3,2,4,4,1,4,Does not change
3738,No,No,More confident in vaccines,4,5,3,5,2,5,5,2,4,1,2,2,5,1,1,4,2,2,1,1,1,Positive
1203,Yes,No,Overwhelmed,4,2,5,5,3,3,4,3,3,2,4,3,3,3,5,2,1,1,3,5,1,Does not change
114,No,No,No strong feelings (neutral),2,4,4,2,5,2,3,4,1,4,3,3,5,3,4,4,4,4,3,4,4,Positive
4448,No,No,NA,4,4,3,4,5,4,2,2,4,4,2,3,4,4,2,2,4,2,5,4,4,Does not change
1217,No,No,No strong feelings (neutral),4,5,2,1,1,2,3,2,4,2,2,1,1,1,4,3,4,4,3,3,4,Much more negative
2145,No,Yes,No strong feelings (neutral),1,2,3,5,5,3,1,1,4,2,2,2,4,1,3,3,4,3,4,4,4,Does not change
1278,No,Yes,No strong feelings (neutral),4,5,4,3,1,2,2,5,5,1,2,2,3,1,2,2,4,1,5,2,5,Does not change
227,No,No,NA,1,1,1,2,2,2,2,1,3,4,1,5,3,1,4,5,2,2,4,4,5,Does not change
1268,Yes,Yes,Overwhelmed,1,5,1,5,3,5,3,5,3,2,5,4,1,3,5,3,5,2,5,4,3,Much more negative
2436,No,Yes,No strong feelings (neutral),4,2,1,3,4,3,2,4,3,2,5,2,3,4,3,4,3,3,1,4,1,Does not change
1315,No,Yes,No strong feelings (neutral),2,1,1,3,2,1,3,5,4,3,3,2,4,5,5,5,3,5,4,3,3,Negative
391,Yes,No,More motivated to protect others,5,4,5,5,2,3,3,3,4,2,2,2,2,1,1,1,1,1,4,3,3,Does not change
1309,No,No,No strong feelings (neutral),2,4,5,3,5,4,1,4,3,2,2,1,3,1,3,5,2,1,1,3,1,Does not change
4787,No,No,No strong feelings (neutral),4,5,5,3,1,2,4,3,3,3,2,3,1,4,1,4,4,4,3,4,5,Does not change
2740,Yes,No,NA,4,4,3,3,5,3,3,5,4,4,4,5,2,5,5,3,2,1,2,2,5,Negative
634,No,Yes,NA,5,1,5,3,3,4,2,5,4,5,3,2,1,3,3,4,4,5,4,3,4,Does not change
516,Yes,Yes,NA,5,5,3,3,5,3,5,1,2,5,1,3,4,1,4,3,3,3,4,2,1,Does not change
4456,Yes,Yes,More confident in vaccines,5,2,5,4,2,3,3,3,3,2,4,2,4,2,3,2,3,3,4,1,2,Does not change
1738,No,No,No strong feelings (neutral),3,4,5,4,3,2,4,3,2,4,3,3,1,4,2,2,4,2,3,3,4,Does not change
4570,Yes,Yes,More confident in vaccines,3,3,3,3,2,5,3,3,4,1,3,1,4,5,4,3,4,3,1,3,2,Does not change
1931,Yes,No,More confident in vaccines,5,5,5,3,3,3,2,2,4,5,4,3,1,3,3,2,4,1,2,4,3,Does not change
1254,Yes,Yes,More confident in vaccines,5,3,3,5,3,4,1,3,3,1,1,3,1,2,1,1,1,4,1,2,2,Positive
1364,No,No,No strong feelings (neutral),5,3,3,5,5,4,2,3,4,2,2,2,2,5,1,4,5,5,5,5,2,Does not change
4882,No,No,No strong feelings (neutral),5,3,1,4,3,4,5,2,2,1,4,3,4,1,3,5,5,4,1,3,1,Negative
1016,Yes,No,No strong feelings (neutral),3,5,3,1,3,2,3,5,2,4,1,4,3,3,1,5,5,5,3,2,1,Does not change
1446,No,Yes,No strong feelings (neutral),5,5,1,3,5,4,2,5,1,3,1,2,4,1,1,1,4,1,2,3,1,Does not change
734,Yes,No,No strong feelings (neutral),4,5,3,5,5,3,4,1,4,2,1,4,4,3,5,2,3,5,2,4,3,Does not change
1353,No,No,No strong feelings (neutral),3,3,5,2,4,5,2,4,3,4,5,2,5,3,3,5,3,1,2,1,2,Negative
448,No,Yes,No strong feelings (neutral),3,5,4,4,4,2,2,3,2,2,2,3,1,1,1,1,5,3,1,1,4,Does not change
4578,Yes,No,Overwhelmed,3,4,5,2,3,5,4,1,3,2,4,2,3,1,5,1,1,5,2,1,2,Does not change
270,No,No,More confident in vaccines,4,4,3,5,2,3,4,3,4,3,1,3,2,3,4,1,1,4,5,4,2,Positive
2628,No,No,NA,3,2,3,1,3,2,4,2,1,4,4,5,3,3,3,5,4,1,2,3,5,Does not change
2026,No,Yes,NA,5,1,2,1,5,5,4,2,1,4,4,5,4,3,5,1,2,3,5,3,2,Negative
4695,No,Yes,Overwhelmed,3,1,3,2,3,1,4,3,1,4,4,3,5,1,4,5,4,1,3,1,5,Does not change
2305,Yes,No,No strong feelings (neutral),5,1,5,2,4,2,3,3,3,4,4,4,4,5,5,5,4,5,3,4,5,Much more negative
1587,Yes,No,No strong feelings (neutral),4,4,3,2,3,1,2,3,3,1,4,2,2,1,4,1,2,2,5,4,1,Positive
389,No,Yes,More confident in vaccines,5,5,5,2,2,5,4,3,1,3,5,3,2,4,3,3,3,1,3,5,5,Does not change
338,No,Yes,Overwhelmed,1,1,5,1,3,5,3,2,3,5,3,2,4,2,5,5,1,4,3,4,3,Positive
3445,No,Yes,NA,1,5,5,4,3,1,4,3,5,3,1,3,3,4,5,2,3,3,1,5,4,Does not change
4461,Yes,No,No strong feelings (neutral),1,1,4,2,4,3,5,4,4,3,1,1,1,4,3,4,3,1,5,4,2,Does not change
1383,No,Yes,More confident in vaccines,5,5,5,5,3,3,2,4,2,3,1,2,4,2,2,4,1,2,2,2,2,Does not change
1781,Yes,No,Overwhelmed,4,4,3,5,4,2,1,3,3,2,2,1,3,1,5,1,2,2,2,4,3,Positive
2580,Yes,Yes,More confident in vaccines,3,3,5,4,4,5,4,4,4,2,4,2,1,2,1,1,1,2,2,2,2,Does not change
433,No,Yes,Overwhelmed,5,3,5,5,5,5,2,1,3,2,1,3,5,2,5,3,1,2,3,4,3,Negative
